"region","reg","regov","nofedgov","edu","norepgov","elect","repower","sharia","biz","equota","privrep","privfed","tension","disrep","age","income","male","urban","nocitizen","means","native","fedrite","fedimpact","fedcorr","muslim","ritual","quran","relstate","imptnce","reledu","sharia2","incomesq","Total.victims","Unemployment","av.salary"
2,"kcr",2,3,5,4,3,2,1,2,0,4,2,3,4,2,4,1,1,1,0,0,4,4,3,0,2,5,1,4,1,1,16,6,2.6,9409.6
2,"kcr",3.497695853,1,5,3.479262673,4,3,3,5,0.465437788,1,1,1.788018433,3,3,4,1,1,2,0,1,4,4,5,1,3,4,4,4,5,3,16,6,2.6,9409.6
2,"kcr",3,1,6,1,1,3,1,4,0,4,4,1,1,1,2,1,1,1,0,1,3,1,1,1,2,4,1,4,1,1,4,6,2.6,9409.6
2,"kcr",4,2,5,3,2,2.985645933,1.956937799,4,0,2,2,1.181818182,2,1,4,0,1,1,0,1,1,1,3,1,4,3,1,2,4,2,16,6,2.6,9409.6
2,"kcr",4,2,5,3,3,1,3,4,0,3,3,1,3,1,5,0,0,2,0.0651341,1,3,2,2,1,2,5,1,3,1,3,25,6,2.6,9409.6
2,"kcr",3,2,6,3,2,3,1,2,0,3,3,2,2,2,3,1,1,1,0,0,3,1,3,0,3,4,1,2,1,1,9,6,2.6,9409.6
2,"kcr",1,1,5,1,4,1,1,4,1,4,4,2,3,1,4,0,0,1,1,1,4,3,5,1,4,4,4,4,5,1,16,6,2.6,9409.6
2,"kcr",2,2,4,3.602484472,3,1,1,4,0.130434783,3,3,1,4,1,3,0,1,1,0,0,4,2,3,0,2,4,9,2,5,1,9,6,2.6,9409.6
2,"kcr",2,2,4,2,3,3,2,4,0,3,3,3,2,1,2,0,1,1,0,1,3,1,4,1,3,4,2,2,1,2,4,6,2.6,9409.6
2,"kcr",4,2,3,2.298136646,1.850931677,3,3,1,1,1.863354037,2,1.447204969,2.881987578,6,3,0,1,1,0,0,2,2,2,0,3,3,9,2,3,3,9,6,2.6,9409.6
2,"kcr",2.178947368,1,3,2,2.684210526,4,1,4,0,4,3,1,3,4,3,0,1,1,0,1,3,3,5,1,9,2.989473684,9,3.431578947,5,1,9,6,2.6,9409.6
2,"kcr",3,2,6,4,3,4,2,1,1,2,2,1.744680851,3,6,3,0,1,1,0,0,4,1.771276596,2,1,3,4,3,4,4,2,9,6,2.6,9409.6
2,"kcr",1,2,6,1,1,1,1,4,1,4,4,2,3,1,3,1,1,1,1,1,4,2,2,1,3,4,2,2,1,1,9,6,2.6,9409.6
2,"kcr",3,2,6,2,2,3.299625468,1,1,0,3,3,1,2,3,3,0,1,1,0,1,4,1,2,0,3,3,2,3,1.170411985,1,9,6,2.6,9409.6
2,"kcr",1,1,4,1,1.881918819,3.396678967,1,1,0,4,3,2,2,3,3,0,1,1,0,0,4,1,2,0,3,3,2,4,1,1,9,6,2.6,9409.6
2,"kcr",4,2,3,3,2.007352941,1.926470588,3,1,1,4,2,1.485294118,4,6,2,0,1,1,0,0,2,2,2,0,4,3,3,2,2,3,4,6,2.6,9409.6
2,"kcr",2.679558011,1.834254144,4,2,2,3.154696133,2,1.640883978,0,2.679558011,2.20441989,1.143646409,3,6,2,1,1,1.607734807,0.143646409,0,3.104972376,2,5,0,3,4,9,2,1,2,4,6,2.6,9409.6
2,"kcr",3,1.836956522,8,2,2,2,1,2,0,3,2.782608696,1,2,4,2,0,1,1,0,0,2,1.757246377,3,0,3,2,1,2.56884058,1,1,4,6,2.6,9409.6
2,"kcr",2.8,1.923076923,4,2.507692308,2.461538462,3,3,4.046153846,0,2,2,1,4,6,1,1,1,2,0,0,2,2,2,0,9,3.584615385,9,3.215384615,2.846153846,3,1,6,2.6,9409.6
2,"kcr",3,2,3,2.25,2,3,1.290322581,1,0,4,4,1,3,4,3,0,0,1,1,1,4,1,1,0,4,3,3,3,1,1,9,6,2.6,9409.6
2,"kcr",3,3,8,3,3,3,4,3,0,2,2,3,3,4,2.86036036,0,1,2,1,1,2,3,2,1,2,4,2,2,3,4,8.181661606,6,2.6,9409.6
2,"kcr",3.388185654,1.687763713,6,2,2.675105485,3,1,3.573839662,0,3,3,1.299578059,3,1,5,0,1,1,0,0,2.974683544,1.561181435,2.561181435,0,2,5,3,4,1,1,25,6,2.6,9409.6
2,"kcr",2,1,5,2.303643725,4,3,3,4,1,1,1,2,4,1,4,0,1,1,0.71659919,1,4,3,5,1,4,4,4,4,5,3,16,6,2.6,9409.6
2,"kcr",4,2,5,3,4,1,1,4,0,3,3,1,4,1,4,1,1,1,0,0,1,2,1,0,2,5,1,4,1,1,16,6,2.6,9409.6
2,"kcr",2,2,5,2,2,2,2,2,0,2,2,1,2,4,2.736363636,0,1,1,0,0,2,3,5,0,2,4,2,2.336363636,1.206060606,2,7.487686157,6,2.6,9409.6
2,"kcr",2.984375,2,5,3.21875,3,3,1.270833333,4,0.609375,3,2,1,2,1,3,0,1,1,0,1,4,3,5,1,3,3,9,3,1,1,9,6,2.6,9409.6
2,"kcr",3,2.375690608,3,2,3,3,3,4,1,3,1,2,2,1,3,1,1,1,0,1,4,3,2,1,4,5,4,4,3,3,9,6,2.6,9409.6
2,"kcr",2,2,5,3,2.411320755,4,2,2,0.132075472,3,3,1,2,1,5,1,1,1,0.132075472,1,3,1,4,1,2.973584906,4.169811321,3,1,1,2,25,6,2.6,9409.6
2,"kcr",3,3,5,3,4,2.637426901,3,4,0,2,2,2,3,1,3.578947368,0,1,1,0.16374269,1,1,1,5,1,3,3,4,4,5,3,12.80886459,6,2.6,9409.6
2,"kcr",2,1,4,2,2,3,1,2,1,3,3,2,3,2,3,0,0,1,0,1,4,2,3,1,3,3,2,3,1,1,9,6,2.6,9409.6
2,"kcr",2,1,7,1,1,2,3,5,1,4,4,2,2,2,4,0,1,1,0,0,4,1,5,0,4,3,4,4,3,3,16,6,2.6,9409.6
2,"kcr",4,4,6,3,4,1,4,4,1,2,4,2.08401084,4,1,4,1,1,1,0.159891599,1,4,1,4,1,3,3,3,4,5,4,16,6,2.6,9409.6
2,"kcr",3.205714286,1.828571429,4,3.097142857,2.737142857,3,4,3.502857143,0.497142857,4,4,1,4,1,3.2,0,1,1.125714286,0.234285714,0,4,4,3.417142857,0,1,2,2,1,1.36,4,10.23999977,6,2.6,9409.6
2,"kcr",2,3,3,2,2,3,3,3,0,2,2,2,3,1,3,1,1,3,1,1,1,3,2,1,2,4,2,2,3,3,9,6,2.6,9409.6
2,"kcr",4,3,5,4,1,2.417266187,2,3,0.848920863,2.474820144,3,2,4,4,3,0,1,1.438848921,0,1,1,3,5,1,1,5,4,3,3,2,9,6,2.6,9409.6
2,"kcr",4,2,5,4,4,1,3,4,1,4,3,3,4,1,5,1,1,1,1,1,4,3,2,1,4,4,4,4,4,3,25,6,2.6,9409.6
2,"kcr",3.438356164,1,5,4,4,3,1.835616438,4,1,1,2,1,3,1,4,1,1,3,0,1,2,3,5,1,2,5,3,3,3.118721461,2,16,6,2.6,9409.6
2,"kcr",3,3,5,4,3,3,1,4,1,3,2,1,2,2,4,1,1,1,0,1,4,3,5,1,1,5,9,4,1,1,16,6,2.6,9409.6
2,"kcr",3,3,5,2.881578947,2,3,4,4,0,4,3,3,4,1,4,1,1,3,0,1,2,1,2,1,3,3,1,3,5,4,16,6,2.6,9409.6
2,"kcr",4,2,5,4,3,2,2,4,1,3,4,1,2,1,3,1,1,1,0,1,4,4,4,1,1,5,2,3,1,2,9,6,2.6,9409.6
2,"kcr",2.378787879,3,3,2.590909091,2.704545455,3,1.71969697,3.522727273,0.393939394,2.886363636,2.674242424,2.113636364,3,1,2.886363636,0,1,1,0.113636364,1,3,2,4,1,3,4.03030303,9,3,1,2,8.331094742,6,2.6,9409.6
2,"kcr",3,3,6,2,2,3,3,2,0,2,2,1,2,1,3,0,1,1,1,1,2,3,2,1,2,4,1,2,2,3,9,6,2.6,9409.6
2,"kcr",2,1,5,4,1,1,1,4,0.371428571,4,1,2,1,1,5,0,1,1,0,1,4,1,4,1,4,5,4,3,1,1,25,6,2.6,9409.6
2,"kcr",4,2,4,4,2,2.367346939,2,4,0,2,3,1.265306122,3,1,4,0,1,1,0,1,2.853061224,2.195918367,3,0,3,5,1,4,5,2,16,6,2.6,9409.6
2,"kcr",1,1,4,1,3,4,2,3,1,4,4,1,1,1,2,0,1,2,1,1,4,1,3,1,3,3,2,3,3,2,4,6,2.6,9409.6
2,"kcr",2.879120879,2,6,2.490842491,2,2.787545788,2,3,0.139194139,3.333333333,3,1,2.106227106,2,4,0,0,1,0,1,4,3,5,1,2,3.893772894,3,3,1,2,16,6,2.6,9409.6
2,"kcr",2.32,1.32,5,1.85,2.27,2.15,1.86,4.29,0.82,3.32,3.43,1.89,2.6,1,4.39,0,1,1.18,0.71,0,3.32,1.92,4.22,0,9,3.53,9,3.57,4.28,2,19.27210045,6,2.6,9409.6
2,"kcr",4,2,5,2,1,3,4,4,0.646706587,4,4,2,3,1,4,1,1,1,1,1,2,2,4,1,3,3,3,4,4,4,16,6,2.6,9409.6
2,"kcr",3.224137931,2.232758621,5,2.629310345,2.948275862,3.448275862,2,5,0.163793103,3,3,3,3,2,3,0,1,3,0.577586207,1,2,2,3,1,2,4.163793103,4,4,3,2,9,6,2.6,9409.6
2,"kcr",3.013071895,1.526143791,4,2.320261438,2.421568627,2,1.640522876,5,0,4,4,1.37254902,2,4,5,1,1,1,0,0,2.460784314,1.640522876,3,0,2,4,1,2.692810458,1,2,25,6,2.6,9409.6
2,"kcr",4,1.711340206,4,4,1,1,1,1,1,1,1,2,3,6,3,0,1,1,0,1,4,2,5,1,4,5,4,2,5,1,9,6,2.6,9409.6
2,"kcr",4,2,5,2,2.280898876,2.365168539,1,4,0,3,3,1.646067416,2.646067416,1,4,0,1,1,0.387640449,1,4,4,3.93258427,1,3,3,3,3,2.078651685,1,16,6,2.6,9409.6
2,"kcr",3,3,4,3,2,3,1,4,1,1,4,2,4,6,4,0,0,1,0,0,1,1,2,0,2,5,4,1,5,1,16,6,2.6,9409.6
2,"kcr",2,2,4,2,2,2,1,2,0,2,2,1.698039216,2,4,2,1,1,1,0,0,4,4,1,0,1,4,3,3,1,1,4,6,2.6,9409.6
2,"kcr",3,2,4,2,2,3,1,4,0,3,3,2,3,4,4,0,0,2,1,0,3,3,3,0,3,3,3,3,5,1,16,6,2.6,9409.6
2,"kcr",4,4,3,3,2,2,1,2,0,1,1,2,3,6,2,1,0,2,0,0,3,1,3,0,2,4,1,3,1,1,4,6,2.6,9409.6
2,"kcr",4,2,5,3,4,1,1,3,0,2,2,1,3,2,3,1,0,1,0,1,4,1,1,1,2,5,3,3.083544304,2,1,9,6,2.6,9409.6
2,"kcr",2.796875,2.0078125,6,2.5859375,1,4,1,2,0,1,4,1,3,4,2.9921875,0,0,2,0,0,3,3,1,0,2,5,9,2.8046875,3.78125,1,8.953186035,6,2.6,9409.6
2,"kcr",3.191919192,2,3,3.343434343,3,3,1.308080808,4,0.671717172,3,3,1.212121212,2,2,4,1,0,2,0,1,2,3,4.247474747,1,1,4.681818182,9,3,1.54040404,1,16,6,2.6,9409.6
2,"kcr",4,4,3,3,2,1,1,1,0,2,1,2,4,6,2,1,0,1,0,0,4,1,3,0,1,5,1,1,1,1,4,6,2.6,9409.6
2,"kcr",3,1,4,2,2,3,1,2,0,3,2,2,3,3,3,0,0,1,0,0,4,2,2,0,3,4,2,3,1,1,9,6,2.6,9409.6
2,"kcr",1,1.808888889,4,2.208888889,1,2.626666667,3,4,0,1,2.937777778,1,3,6,3,1,0,2,0,1,4,3,5,1,4,3.724444444,4,4,5,3,9,6,2.6,9409.6
2,"kcr",3.471365639,2.092511013,6,2.797356828,3,3.264317181,3,3,0.453744493,3.533039648,3,1,3,1,4,0,0,2,0,1,2.625550661,2,2,1,3,3,3,3,5,3,16,6,2.6,9409.6
2,"kcr",4,1,4,1.790769231,1,3,1,2,0,3,3,1,2,6,3,0,0,1,0,0,2,1,1,0,2,4,1,3,1,1,9,6,2.6,9409.6
2,"kcr",2.768786127,1.61849711,3,4,2.306358382,2.849710983,2,4,0,3.098265896,3.098265896,2,2,5,3,0,1,2,0,0,3,3,3,0,2,3,2,2,2,2,9,6,2.6,9409.6
2,"kcr",3,2,4,2,3,3,2,1,0,3,1,1,2.202702703,6,4,0,1,1,0,0,2,3,2,0,3,2,9,2,1,2,16,6,2.6,9409.6
2,"kcr",3.193548387,4,3,3,3,2,1,1,0,1,2,1.819892473,3,6,2,0,0,2,0,0,1,1,2,0,4,3.739247312,1,3,1.088709677,1,4,6,2.6,9409.6
2,"kcr",4,2,4,3,2,3,1,4,0,2,3,1,3,6,2,1,1,3,0,0,1,1,3,0,1,5,1,2.45620438,1.510948905,1,4,6,2.6,9409.6
2,"kcr",2,1.299703264,4,2,3.605341246,1,3,5,1,4,4,1,2,6,5,1,1,2,1,1,2,3,3.035608309,1,4,3.089020772,3,2,2,3,25,6,2.6,9409.6
2,"kcr",2,1.541666667,4,2,2.125,2,1.307291667,2.020833333,0,2.848958333,2.661458333,1,2,6,3,1,1,1,0,0,3,2.328125,2,0,9,5,2,2,1,1,9,6,2.6,9409.6
2,"kcr",2.19330855,2,6,1.609665428,1.133828996,2.706319703,1.713754647,5,0.241635688,4,4,2,1,3,4,0,1,1,0,0,3.182156134,1,3,1,4,2,2,2,1.828996283,2,16,6,2.6,9409.6
2,"kcr",4,2,4,4,4,1,1,2,0,1,2,1,4,2,3,0,0,1,0,0,4,1,1,0,2,5,4,3,4,1,9,6,2.6,9409.6
2,"kcr",3,2,5,1,2.273743017,3,2,4,1,3,3,3,1,2,3,0,0,1,0,1,3,3,5,1,3,4,3,2.810055866,4,2,9,6,2.6,9409.6
2,"kcr",4,2,4,3,4,1,1,3,0,2,2,1,3,6,3,0,0,1,0,0,3,1,1,0,2,5,3,3.008595989,2,1,9,6,2.6,9409.6
2,"kcr",2,3,4,2,2,3,1,5,0,2,2,1.510288066,1,3,3,1,1,1,0,0,1,2,2,0,2,4,2,3,3,1,9,6,2.6,9409.6
2,"kcr",3,1.360655738,6,1.590163934,1.213114754,1.778688525,1,4,0,1,2,1,2.663934426,3,3,0,0,1,0,1,2.967213115,1,5,1,4,4,4,4,5,1,9,6,2.6,9409.6
2,"kcr",2,1,4,2,2,3,2,3,0,3,3,1,3,4,3,1,1,1,0,0,4,1,5,0,9,3.265306122,9,3.523809524,3.557823129,2,9,6,2.6,9409.6
2,"kcr",4,1,6,2.879581152,2,3,1,4,0,3,2,2,4,2,4,1,0,1,1,1,2,2,1,1,2,4,2,3,5,1,16,6,2.6,9409.6
2,"kcr",4,2.248407643,4,2.496815287,2,3,1,4,0,3,3,1,3,3,3,0,0,1,0,1,3,3,5,1,2,3.796178344,4,4,1,1,9,6,2.6,9409.6
2,"kcr",2,2,6,2,1,2,1,3.521126761,0,1,2,1,2.394366197,4,1,0,1,1,0,0,2,3,5,0,9,3,3,3,2,1,1,6,2.6,9409.6
2,"kcr",3,2.481481481,6,3,3,2,1.432098765,3,0,3,2,2,3,6,3,1,0,2,0,1,2,1,2,1,2,3,2,3,4,1,9,6,2.6,9409.6
2,"kcr",4,2.467811159,6,2.978540773,1,1,4,4,1,1,1,1,4,4,3.506437768,0,0,1,0,1,3,2,5,1,3,3,4,4,5,4,12.29510593,6,2.6,9409.6
2,"kcr",2,2,6,2,2,4,1,3,0,2,1,1,2,4,2,1,1,4,0,0,1,2,4,0,2,4,3,3,1,1,4,6,2.6,9409.6
2,"kcr",2,2,4,1,1.774358974,2,1.748717949,3,0.225641026,2.625641026,2,1,2.205128205,6,3,1,1,1,0,0,2,3,2,1,3,3,2,2,1,2,9,6,2.6,9409.6
2,"kcr",2,2,6,2,2,3,1,3,0,2,2,1,2,3,2,0,1,1,0,0,4,3,5,0,2,4,3,2.493220339,1,1,4,6,2.6,9409.6
2,"kcr",2.506329114,1,3,1.82278481,1.82278481,4,3,1,0,1,1,1.797468354,3,6,1,0,1,2,0,1,4,3,2,0,3,3,3,3,3,3,1,6,2.6,9409.6
2,"kcr",4,2,6,4,3,3,1,4,0,1,2,2,4,3,3,1,1,2,0,1,4,3,3,1,3,5,1,3,5,1,9,6,2.6,9409.6
2,"kcr",3,1,6,4,2.87654321,1,1,3,1,1.734567901,2,2,3,3,3,1,1,1,0,0,3,3,1,0,3,3,4,4,5,1,9,6,2.6,9409.6
2,"kcr",1,2,4,1,1,4,1,2,0,2,2,1,1,3,4,1,1,1,0,0,1,2,2,0,3,4,3,3,5,1,16,6,2.6,9409.6
2,"kcr",3,2.791666667,4,3,2,3,1,5,0,2,2,1,4,5,3,1,1,1,0,0,2,1,3,0,2,5,2,1,2.772727273,1,9,6,2.6,9409.6
2,"kcr",2.757575758,2,6,2.151515152,3,3.189393939,1,3,0,3,3,1,3,3,5,0,0,2,0.613636364,1,2,2,2,1,3,3,9,3,4,1,25,6,2.6,9409.6
2,"kcr",4,2,6,3,4,1,1.571428571,4,0,1,1,3,3,4,1,1,0,3,0,1,3,3,4,1,2,5,9,4,2,2,1,6,2.6,9409.6
2,"kcr",3.663043478,2,6,2,3,3,3,3,1,3,3,1,4,2,3,1,0,2,0,1,3,2,4,1,3,3.347826087,4,4,5,3,9,6,2.6,9409.6
2,"kcr",4,1,4,3,4,1,3,5,0,4,4,1,2,5,5,1,1,2,1,0,2,3,3,0,3,3,3,3,1,3,25,6,2.6,9409.6
2,"kcr",3,1.897540984,6,1.93852459,1.758196721,2,1.278688525,2,0,4,2.852459016,1,1,5,3,0,1,1,0,1,3.299180328,1.905737705,3,1,9,3.81147541,1,2.922131148,1,1,9,6,2.6,9409.6
2,"kcr",3,1,3,2,2,3,3,3,1,3,2,2,2,3,3,1,0,2,0,1,4,2,3,1,4,2.545774648,3,4,5,3,9,6,2.6,9409.6
2,"kcr",4,2,3,3,3,1,2,3,1,1,1,1,4,4,4,1,0,1,0,1,4,2,3,1,3,5,3,3,4,2,16,6,2.6,9409.6
2,"kcr",4,2.564516129,3,3,2.209677419,3,3,1,0,2,2,1.524193548,2.516129032,6,1,0,1,2,0,1,2,2,2,1,3,4,3,3,4,3,1,6,2.6,9409.6
2,"kcr",4,2,5,2.91503268,1,1,1,4,0,3,3,3,3,1,4,0,0,1,0,0,3,3,5,0,2,4,2,2,4,1,16,6,2.6,9409.6
2,"kcr",3,2,6,2.008,4,3,2,3.36,1,2.984,3,2,2.552,2,4,0,0,2,1,0,2,1,2,0,4,3,9,3,4.496,2,16,6,2.6,9409.6
2,"kcr",1,1,6.173160173,1,1,2,1.138528139,2,0,3,3,1,1,4,4,1,1,1,0,1,1,3,3,1,9,3.186147186,1,2,1,1,16,6,2.6,9409.6
2,"kcr",2.704545455,1,3,3,4,4,1,4,0,4,3,1,4,1,4,1,1,2,0,1,4,3,5,1,2,4,4,4,1,1,16,6,2.6,9409.6
2,"kcr",3,1,3,2,2,2,1,1,0,3,3,2,2,4,3,0,0,1,0,0,4,1,5,0,3,3,2,3,1,1,9,6,2.6,9409.6
2,"kcr",2.602678571,1.575892857,4,2,2,2,1,2.080357143,0,2.861607143,2.46875,1,2.15625,5,3,0,1,1,0,0,3.450892857,1.928571429,3,0,2,5,2,2,1,1,9,6,2.6,9409.6
2,"kcr",2.895953757,2,5,4,4,2.36416185,1.63583815,3.485549133,0.606936416,2,4,1.768786127,2.901734104,1,5,1,1,1,0.739884393,1,2,1,5,1,9,4.265895954,1,2,5,2,25,6,2.6,9409.6
2,"kcr",3,2,6,3,3,4,3,4,1,1,1,2,4,2,4,0,0,1,0,1,1,1,3.674008811,1,3,4.220264317,4,4,5,3,16,6,2.6,9409.6
2,"kcr",4,2,5,3.611842105,3.368421053,2.105263158,4,3,0.559210526,4,4,1.776315789,4,1,5,0,1,1.368421053,0.453947368,1,2,2,1,1,2,4,4,4,5,4,25,6,2.6,9409.6
3,"dagestan",1,2.569620253,2,2,1,1,1,4,0.253164557,2.113924051,4,3,4,3,2,1,0,2.35443038,0,1,2.962025316,1.64556962,3,1,2,4,9,3.075949367,3.430379747,1,4,235,3.6,7532.3
3,"dagestan",2,4,4,4,3,1.373333333,1,3,0.56,2.786666667,2.786666667,1,3,4,3,1,1,1,0,1,3.04,2.906666667,3.88,1,2,4,1,3,1,1,9,235,3.6,7532.3
3,"dagestan",1.601851852,2.444444444,3,2.87037037,3,3,2,3,1,3,3,2,3,5,3,0,0,1.5,0,1,4,4,3,1,2,4,2,3,1,2,9,235,3.6,7532.3
3,"dagestan",2,4,4,4,4,1.369230769,1,3,0.184615385,2.846153846,4,1,3.830769231,4,3,1,1,1,0.430769231,1,3.769230769,2.984615385,5,1,2,4,1,3.153846154,1,1,9,235,3.6,7532.3
3,"dagestan",2,2.365853659,2,2,1.756097561,1,1,3.365853659,0.292682927,2.512195122,2.975609756,2.365853659,3,3,3,1,0,2,0,1,2.87804878,1.87804878,3,1,9,5,9,3.292682927,3.87804878,1,9,235,3.6,7532.3
3,"dagestan",1,2.928571429,2,2,1.589285714,1,1,4,0.410714286,1.428571429,1.732142857,3,4,3,3,1,0,3,0,1,2.571428571,1.982142857,3,1,9,4.839285714,9,3.339285714,3.785714286,1,9,235,3.6,7532.3
3,"dagestan",2,2.92920354,2,2,3.212389381,1,1,4,1,1,1.716814159,3,4,1,2,1,0,2,0,1,4,4,3,1,1,4.265486726,9,2.85840708,3.265486726,1,4,235,3.6,7532.3
3,"dagestan",4,2,3,4,4,1,3,3,1,1,1,2,4,1,3,1,0,1,0,1,2,2,3,1,3,5,3,4,5,3,9,235,3.6,7532.3
3,"dagestan",1.554216867,4,3,3,3,3,1,3,1,2,2,2,2,3,4,0,1,1,0,1,2,3,2,1,1,3,2,3,1,1,16,235,3.6,7532.3
3,"dagestan",1.920318725,4,2,3.609561753,3,4,2,1,1,2,1,2,3,6,3,0,0,1.215139442,0,1,4,2,4,1,3,3,9,2.956175299,1,2,9,235,3.6,7532.3
3,"dagestan",2.565891473,2,6,3,4,2.054263566,1,3,0,2,1,2,4,5,2,0,1,3,0,1,4,3,5,1,3,3,1,2,1,1,4,235,3.6,7532.3
3,"dagestan",1.13253012,2.825301205,4,2.259036145,1.825301205,1,1,1,0,1,2,1.43373494,2.722891566,6,2,0,1,1.771084337,0,1,1,1,1,1,9,2.43373494,9,3.56626506,1,1,4,235,3.6,7532.3
3,"dagestan",1.38317757,2.14953271,4,4,1.271028037,1.355140187,1,4,1,1.579439252,4,2.654205607,3,3,3,0,1,2,0,1,3,2.14953271,4,1,9,4,9,2.53271028,4.878504673,1,9,235,3.6,7532.3
3,"dagestan",2,2.760416667,3,2.364583333,2.604166667,2.270833333,2,4,0,3,4,2.5625,3.145833333,2,2.427083333,0,0,2,0,1,2,1.822916667,4.364583333,1,1,4,1,3,4,2,5.890733719,235,3.6,7532.3
3,"dagestan",3,2,5,2.227272727,2.507575758,2.863636364,2,5,0.78030303,3,3,2,3,1,3.113636364,0,0,1,1,0,2.628787879,2,3,1,3,4.424242424,9,3,4,2,9.694731712,235,3.6,7532.3
3,"dagestan",4,2.300613497,4,3.417177914,3.699386503,1,1.834355828,4,1,2,4,1.72392638,4,1,2.963190184,1,0,1,0,0,2.147239264,2,3.515337423,1,3,4,1,4,5,2,8.780495644,235,3.6,7532.3
3,"dagestan",4,2,5,3,4,1,1,4,1,4,1,3,3,2,3,1,0,1,0.443661972,0,3.056338028,3,5,1,3,5,1,3,3.521126761,1,9,235,3.6,7532.3
3,"dagestan",2,3,3,3,1,1,1,4,0,2,2,3,3,3,3,1,1,3,0,1,3,1,5,1,2,5,2,3,3,1,9,235,3.6,7532.3
3,"dagestan",2,3,3,3,1,1,1,4,0,2,2,3,3,3,3,1,1,3,0,1,3,1,5,1,2,5,2,3,3,1,9,235,3.6,7532.3
3,"dagestan",4,2,3,2.97761194,4,2,1,4,0.78358209,1.820895522,2,2,4,1,4,0,0,2,0,1,2.208955224,1.917910448,3,1,4,5,2,4,2,1,16,235,3.6,7532.3
3,"dagestan",1,1,4,1,1,3,3,3,0.192857143,4,4,1,1,3,2,1,0,1,0.314285714,1,1,1,3,1,4,3,4,4,5,3,4,235,3.6,7532.3
3,"dagestan",2,2,4,2.475728155,1,1,1,2,0.786407767,2,1,2,2,6,3,0,0,1,0.655339806,1,4,2,5,1,2,5,1,3,3,1,9,235,3.6,7532.3
3,"dagestan",1.355555556,2,3,1.77037037,1.703703704,2.162962963,3,3.748148148,0.881481481,2.644444444,2.081481481,2.111111111,3,5,4,0,0,1.355555556,0,1,3.4,4,2.992592593,1,4,3,3,3,5,3,16,235,3.6,7532.3
3,"dagestan",2,4,4,4,4,1.369230769,1,3,0.184615385,2.846153846,4,1,3.830769231,4,3,1,1,1,0.430769231,1,3.769230769,2.984615385,5,1,2,4,1,3.153846154,1,1,9,235,3.6,7532.3
3,"dagestan",1,4,4,4,4,3,1,3,0.805970149,3,1,2,3,4,3,1,0,2.567164179,0,1,3,3,4,1,9,4,9,3.373134328,1,1,9,235,3.6,7532.3
3,"dagestan",4,2.416,3,2.936,2.216,1.672,1,4,1,2,4,2.664,3,3,3,1,0,2,0.2,1,3,2,5,1,3,3,1,4,5,1,9,235,3.6,7532.3
3,"dagestan",1,1.618644068,3,2.372881356,1,2.881355932,1,4,0.601694915,4,4,1,1,1,1,0,0,1,0.262711864,1,1,1.940677966,4.237288136,1,4,4.177966102,4,4,5,1,1,235,3.6,7532.3
3,"dagestan",2.587837838,2.560810811,4,3.074324324,2.47972973,4,1.297297297,3.168918919,1,1.635135135,1,2,3,5,2,0,1,1,0.371621622,1,2,2,5,1,3,3,3,3,3,1,4,235,3.6,7532.3
3,"dagestan",1,1,3,1,1.669642857,4,3,4,1,3,1,1,2,5,2,0,0,1,0.410714286,1,2,1,1,1,4,5,4,4,4,3,4,235,3.6,7532.3
3,"dagestan",2,2,4,2.12,2.78,3.14,2.28,3,0.33,2,3,2.12,3,4,2,0,0,2,0,1,3,2.13,3.62,1,3,5,9,3.33,3.76,2,4,235,3.6,7532.3
3,"dagestan",2,2,3,2,1,2,1,2,0.469879518,2,1,2,2,1,3,1,0,1,0.427710843,1,4,2,5,1,1,5,1,2.789156627,3.168674699,1,9,235,3.6,7532.3
3,"dagestan",2,3,6,3,2,3,2,2,0,2,2,3,3,6,2,0,0,3,0,1,3,1,2,1,3,3,2,3,2,2,4,235,3.6,7532.3
3,"dagestan",1,3,4,2,1.748502994,1,1,1,1,2.053892216,2,3,4,6,2,0,1,1,0.245508982,1,2,3,2,1,3,3,4,3,4,1,4,235,3.6,7532.3
3,"dagestan",2,3,5,2,2.603448276,2,3,4,1,2,1.879310345,2,3,1,3,0,0,2,0.215517241,1,3.215517241,1,3,1,3,2,4,4,5,3,9,235,3.6,7532.3
3,"dagestan",1.823788546,2.823788546,4,4,1,3,1,3.092511013,1,2,2,2,3,6,3,1,1,2,0,1,4,2,2,1,2,4,2,3,3,1,9,235,3.6,7532.3
3,"dagestan",2.421052632,2,4,2,3,1,1,4,0.363157895,3,3,2,3,3,2.847368421,1,1,2,0.384210526,1,2.942105263,1,4,1,3,5,3,3,1,1,8.107506752,235,3.6,7532.3
3,"dagestan",1,2,4,4,1,4,1,5,1,3,4,2,3,4,3,0,1,1,0,1,3,2,4,1,2,4,4,2,1,1,9,235,3.6,7532.3
3,"dagestan",1,2.14516129,2,1,1.35483871,1,1,3,0.790322581,2.467741935,2.935483871,3,4,3,3,1,0,2,0,1,3.080645161,2.129032258,3,1,9,4.14516129,4,3.790322581,4.790322581,1,9,235,3.6,7532.3
3,"dagestan",3,2.817460317,5,3,3,2.73015873,1,3,0.317460317,2,2,2,3,4,3,0,0,2,0,1,3,1,3,1,3,3,3,2.817460317,1,1,9,235,3.6,7532.3
