"region","reg","regov","nofedgov","edu","norepgov","elect","repower","sharia","biz","equota","privrep","privfed","tension","disrep","age","income","male","urban","nocitizen","means","native","fedrite","fedimpact","fedcorr","muslim","ritual","quran","relstate","imptnce","reledu","sharia2","incomesq","Total.victims","Unemployment","av.salary"
4,"adygea",2,2,4,2,2,3,2,3,1,2,1,2,3,4,4,1,0,1,0,0,4,2,3,0,2,5,2,3,1,2,16,0,3.1,10141.7
4,"adygea",1,2.209638554,3,1.597590361,1.392771084,2.2,1,2,0.744578313,1,1,1.18313253,3,5,2,0,1,2,0,0,2,1,2,0,3,3,4,4,2,1,4,0,3.1,10141.7
4,"adygea",3,2.003460208,1,2,1.965397924,1,2,2,1,2,2,2,2,6,2,1,1,2,0,0,3,1,3,0,4,2,4,4,4,2,4,0,3.1,10141.7
4,"adygea",1,2,3,1,1,1,1,1,1,1,1,1,4,6,5,0,0,1,0,0,4,1,3,0,3,4,4,3,1,1,25,0,3.1,10141.7
4,"adygea",3,3,4,3,3,1,1,4,1,3,3,2,3,3,3,0,0,1,0,0,4,2,2,0,3,3,3,3,4,1,9,0,3.1,10141.7
4,"adygea",2,2,4,2,2,1,1,1,1,3,3,2,2,3,2,0,1,2,0,0,3,2,5,0,3,3,2,3,1,1,4,0,3.1,10141.7
4,"adygea",4,2,6,4,3,1,1,4,1,2,2,1,4,3,3,1,0,1,0,0,4,4,2,0,3,3,4,3,1,1,9,0,3.1,10141.7
4,"adygea",2,2,4,2,1,2,1,5,0,4,4,1,2,4,3,1,1,1,0,0,2,2,4,0,9,4,4,3,5,1,9,0,3.1,10141.7
4,"adygea",3,4,2,3,3,1,1,4,0,4,1,2,2,2,2,0,1,3,0,0,3,3,4,0,3,3,4,3,5,1,4,0,3.1,10141.7
4,"adygea",2,2,4,2.626760563,3,1.401408451,3,4,1,3,2,1,2,5,3,1,0,1,0.542253521,1,3,4,1,1,2,5,3,1,1.563380282,3,9,0,3.1,10141.7
4,"adygea",4,2,3,3,4,3,1,4,0.125581395,4,4,3,3,4,4,1,1,2,0.125581395,1,4,3,5,1,2,4,1,3,1,1,16,0,3.1,10141.7
4,"adygea",1,1,4,1,1.651376147,3,2,4,0.752293578,2,1,1.697247706,2.733944954,3,2,0,1,1,0.183486239,1,4,3,5,1,3,5,2,4,2.064220183,2,4,0,3.1,10141.7
4,"adygea",3,4,8,3,3,3,1,3,0,3,3,3,4,5,5,0,0,1,0,0,3,2,2,0,9,3.503311258,3,3,3,1,25,0,3.1,10141.7
4,"adygea",3,2,4,3,2,3,1,1,0,1,4,1,3,6,2,0,1,1,0.153543307,0,2.37007874,1,1,0,2,5,4,3,1,1,4,0,3.1,10141.7
4,"adygea",2,3,6,3,2,4,1,2,0.721461187,1,2,1,2,6,2,1,1,2,0,1,1,3,3,1,3,3,1,4,1,1,4,0,3.1,10141.7
4,"adygea",1,2,6,2.033613445,1,3,1,4,0.781512605,1,2,1,1,1,3,0,1,2,0,1,2,3,4,1,2,5,2,2,2,1,9,0,3.1,10141.7
4,"adygea",4,3,2,3,4,1,2,4,1,1,4,1,4,6,2,0,0,2,0,0,1,1,1,0,3,4,3,3,1,2,4,0,3.1,10141.7
4,"adygea",1,2,6,1,2,4,1,3,1,3,2,2,3,1,2,0,1,2,1,0,2,2,2,0,3,4,3,4,1,1,4,0,3.1,10141.7
4,"adygea",4,4,4,4,4,1,1,4,1,1,2,2,4,6,2,1,0,1,0,0,1,1,3,0,3,3,3,4,4,1,4,0,3.1,10141.7
4,"adygea",4,2,6,2.672897196,2.448598131,1,2,5,0.621495327,3,3,1,1,1,5,0,1,1,0.144859813,0,4,1.369158879,1,0,2,4,1,3,1,2,25,0,3.1,10141.7
4,"adygea",3,3,6,3.194285714,2,1,2,2,1,1,1,2,4,2,3,0,0,2,0,0,3,2,1,0,3,5,2,2.691428571,2,2,9,0,3.1,10141.7
4,"adygea",2,2,4,3,2,4,2,3,1,2,2,2,2,6,3,1,0,1,0,0,3,2,3.10619469,0,3,4,3,3,3,2,9,0,3.1,10141.7
4,"adygea",1,2.321428571,4,1.862244898,1,4,1,3,0.780612245,1,1,1,2,6,3,0,1,1,0,1,3,3,3,1,3,3,9,4,1,1,9,0,3.1,10141.7
4,"adygea",1,1,4,1,1,4,2,3,0.613333333,2,2,1,1,6,3,0,1,1,0.286666667,1,4,4,4,1,3,4,2,3,1,2,9,0,3.1,10141.7
4,"adygea",1,2,4,2,1,2,2,5,1,3,2,1,2,1,3,1,0,3,0,0,2,1,1,0,1,4,1,2,1.346820809,2,9,0,3.1,10141.7
4,"adygea",3.456521739,2.173913043,4,3,3,1,1.182608696,3,1,2,2,2,3,3,3,0,0,1,0,0,4,3,3,0,2,5,9,2,1,1,9,0,3.1,10141.7
4,"adygea",2,2,3,2,2,4,1,1,1,3,3,2,2,5,2,1,1,2,0,1,2,2,4,1,3,4,3,3,1,1,4,0,3.1,10141.7
4,"adygea",4,3,3,3,4,1,1.380952381,3,1,2,2,3,3,1,4,1,0,1.369047619,0,0,2,1,3,0,3,4,9,3.446428571,3,1,16,0,3.1,10141.7
4,"adygea",2.661458333,2.223958333,1,3.302083333,4,4,1,4,1,2,1,1.432291667,4,6,3,0,0,1,1,0,4,4,3,0,4,3,4,4,1,1,9,0,3.1,10141.7
4,"adygea",3,3,4,3,3,1,2,4,1,2,2,1,4,2,4,0,0,3,0,0,2.835555556,2,1,0,3,4,3,2,2,2,16,0,3.1,10141.7
4,"adygea",2,3,3,2,3,4,1,4,1,1,2,1,1,1,2,1,0,1,0,1,4,3,4,1,3,4,3,4,2,1,4,0,3.1,10141.7
4,"adygea",1.864111498,2.386759582,6,2.637630662,1,1,1,4,0,3,3,1,3,3,3,0,1,1,0.163763066,0,3,1,2,0,3,2,3,3,1,1,9,0,3.1,10141.7
4,"adygea",2,2.546255507,3,2,3,1,1,2.911894273,0,3,2,1.123348018,3.348017621,6,2,1,1,2,0,0,3,3,3,0,1,5,1,4,1,1,4,0,3.1,10141.7
4,"adygea",3,1,4,1,3,4,2,3,1,3,4,3,3,2,5,1,1,1,0.19266055,1,4,2,4,1,2,3,2,2,1,2,25,0,3.1,10141.7
4,"adygea",4,2.774752475,4,4,1,1,1,1,0.616336634,1,1,1,4,4,4,0,0,1,0,0,1,1,1,0,3,3,4,4,5,1,16,0,3.1,10141.7
4,"adygea",4,4,6,4,1,1,1,3,0,3,3,2,3,3,4,1,1,1,1,1,4,4,5,1,3,3,2,3,1,1,16,0,3.1,10141.7
4,"adygea",1,3,2,2.098901099,4,2.10989011,1,3,0,4,1,1,3,3,2,1,1,2,0,0,4,3,4,0,2,4,2,1,1,1,4,0,3.1,10141.7
4,"adygea",4,2,3,4,2,1,2,3.34375,1,3,2,1.1328125,4,3,3,1,0,3,0,0,4,1,3,0,3,4.3125,2,3,1,2,9,0,3.1,10141.7
4,"adygea",2,2,4,1,4,1.897260274,1,2.917808219,0.493150685,4,3.04109589,2,2.609589041,6,3,0,0,1,0,1,3.116438356,2.280821918,3.417808219,1,4,2,3,3,1,1,9,0,3.1,10141.7
4,"adygea",1,1,4,1,2,1,1,5,0.578378378,4,3,1,1,3,4,1,0,1,1,1,3,3,5,1,2,3.551351351,1,2,1,1,16,0,3.1,10141.7
4,"adygea",3,1.636363636,4,2.232323232,2,2.429292929,1,2,1,3,1,1,4,6,3,0,1,1,1,0,3.570707071,1,4,0,3,4,9,4,5,1,9,0,3.1,10141.7
4,"adygea",1,2.610526316,4,1,1,4,2,4,0.4,2,3,1,2,3,3,0,0,1,0,1,3,2,4,1,2,3.652631579,1,1,1.589473684,2,9,0,3.1,10141.7
4,"adygea",1,1,4,1,3,4,2,3,1,3,4,3,3,4,3,0,0,1,0.190789474,1,4,2,4,1,2,3,2,2,1,2,9,0,3.1,10141.7
4,"adygea",1.793548387,2.206451613,3,2,1,3,1,4,1,4,4,1,2.058064516,4,3,0,0,1,1,1,3,3,2,1,2,5,2,4,1.406451613,1,9,0,3.1,10141.7
4,"adygea",2.397905759,2.539267016,6,2.633507853,3,1.869109948,1,3.821989529,0.586387435,2.591623037,2.591623037,1.361256545,3,4,3.413612565,0,1,1.235602094,0,0,3.047120419,2,3,0,2,3,9,3.387434555,1,1,11.65275097,0,3.1,10141.7
4,"adygea",2,3,6,2,4,1,1,4,0,1,1,2,3,4,4,1,1,1,0,0,4,2,3,0,3,4,2,3,2,1,16,0,3.1,10141.7
4,"adygea",3,3,3,4,3,3,1,2.672131148,0,2,3,2,3,6,2,0,1,2,0,0,3,2,3,0,4,3,1,4,1,1,4,0,3.1,10141.7
4,"adygea",3,3,1,2.213235294,1.816176471,1,1,2,1,3,1.816176471,1,2.955882353,6,2,0,1,1,0,0,2.132352941,1,3,0,4,3,2,3,1,1,4,0,3.1,10141.7
4,"adygea",2,3,6,3,3,4,1,5,0,4,3,2,2.365853659,3,4,1,1,2,0.191637631,1,2,2,3,1,2.972125436,4,1,3,1,1,16,0,3.1,10141.7
4,"adygea",4,2,4,3,4,1,2,3.782113821,1,1,1,1,3,6,2,0,0,2,0,1,3,1,1,1,2,4,1,2,1,2,4,0,3.1,10141.7
4,"adygea",4,3,3,4,2,1,1,3,0,1.303523035,2,1,4,3,3,0,1,1,0,0,4,1,5,0,2,5,2,2.376693767,1,1,9,0,3.1,10141.7
4,"adygea",4,4,2,3,2.93398533,1,1,2.322738386,1,1,1,2,4,6,2,1,1,4,0,0,4,4,3,0,4,5,4,4,2,1,4,0,3.1,10141.7
4,"adygea",4,2,4,4,2,1,1,3,1,1,3,1,4,5,2,1,1,1,0,0,4,2,3,0,1,5,1,4,1,1,4,0,3.1,10141.7
4,"adygea",2,1.849122807,2,2.150877193,2,2,1,2,0,2,2,2,2,6,3,0,0,2,0,1,4,2,3,1,3,3,2,3,1,1,9,0,3.1,10141.7
4,"adygea",2,3,1,3,4,1,1,1,1,1,1,2,4,6,2,1,0,1,0,0,4,2,1,0,4,4,4,4,5,1,4,0,3.1,10141.7
4,"adygea",2,4,6,4,2,1,1,2,0,3,3,2,4,4,3,1,0,1,1,1,4,4,5,1,2,3,1,3,1,1,9,0,3.1,10141.7
4,"adygea",1,3,2,3,1,3,1,2,0,3,3,2,2,6,3,0,1,2,0,0,3,3,3,0,9,3.714285714,1,4,1,1,9,0,3.1,10141.7
4,"adygea",2.825,4,4.455,3.235,3,1,2,4,1,1,1,2,4,2,2,1,0,4,0.14,0,4,3,1,0,2,5,2,3.135,2,2,4,0,3.1,10141.7
4,"adygea",3,2.509615385,5,3,3,1,2,3.879807692,0,2,3,2,3,3,4,0,0,1.120192308,0,0,2,1,2,0,3,4,2,3,2,2,16,0,3.1,10141.7
4,"adygea",1,2,4,3,1,1,2,5,1,2,1,1,3,1,3,1,0,1,0,0,1,1,1,0,1,5,1,2,1.455357143,2,9,0,3.1,10141.7
4,"adygea",3,2,4,3,3,1,1,3,1,3,3,1,3,6,3,0,0,1,0,0,3,2,2,0,4,3,4,3,2,1,9,0,3.1,10141.7
4,"adygea",4,3,6,4,1,1,1,3,0,2,2,2,4,3,3,1,0,2,0,0,4,3,5,0,2,5,2,1,1,1,9,0,3.1,10141.7
4,"adygea",4,4,6,4,4,1.994252874,1,4,0,2,2,3,1,2,2,0,1,4,0,1,3,1,3,1,1,5,1,3,1,1,4,0,3.1,10141.7
4,"adygea",2,2,4,1.838235294,3,3,2,4,0,4,3,2,3,4,4,0,1,2,0,0,3,3,5,0,2,5,3,3,1,2,16,0,3.1,10141.7
4,"adygea",3,3,6,3,3,1.884848485,2,4,1,3,3,3,3,3,2,0,1,1.206060606,1,0,1,1,2,1,9,5,3,3,1,2,4,0,3.1,10141.7
4,"adygea",1,3,6,2,4,1.636363636,1,3.428977273,0,1,1,1,2,5,3,1,1,2,0,0,4,3,5,0,3,3.857954545,2,3,1,1,9,0,3.1,10141.7
4,"adygea",2,2.347826087,5,2,2,1,1,5,0,2,2,1,2.782608696,6,1,0,1,1,0,0,3,3,3,0,4,2,1,4,1,1,1,0,3.1,10141.7
4,"adygea",1,2,4,2,1,4,1.341563786,3,1,2,1,2,2,5,3,1,1,1,0,0,3,3,5,0,3,4,3,3,1,1,9,0,3.1,10141.7
4,"adygea",2,3,4,3,1,4,1,4,0,1,1,2,3,2,5,1,1,1,0,1,4,3,3,1,4,5,2,3,1,1,25,0,3.1,10141.7
4,"adygea",3,2,6,2.546938776,2,1,1,4,1,1,2,1.632653061,3,5,4,0,1,1,0,0,4,2,4,0,9,3.844897959,2,2.828571429,1,1,16,0,3.1,10141.7
4,"adygea",3,3,6,2.581920904,2,3,1,4,0,1,1,1,3,5,4,0,0,1,0,1,4,3,4,1,2,4,2,2,1,1,16,0,3.1,10141.7
4,"adygea",3,2,4,2,2,3,1,2,1,2,1,2,2,6,2,0,1,2,0,0,4,2,3,0,2,3,4,4,2,1,4,0,3.1,10141.7
4,"adygea",1,1,3,2,1,2,1.469026549,4,0,4,4,1,1,2,4,1,1,2,1,0,4,1,5,0,3,3,4,4,5,1,16,0,3.1,10141.7
4,"adygea",3,2,6,2.510548523,2.518987342,1,2,3.869198312,0.772151899,2,2,2,3,1,3,0,1,2,0.130801688,0,2.679324895,1,3.759493671,0,3,4,3,3,5,2,9,0,3.1,10141.7
4,"adygea",1.948387097,2.212903226,5,1,2,2.129032258,1,3,0.638709677,3,3,1,2,5,2,0,1,3,1,0,2.8,2.277419355,5,0,2,3,3,1,1.161290323,1,4,0,3.1,10141.7
4,"adygea",3,2,6,1.884057971,1,1,1,1,0,4,2,2,4,6,3,0,1,2,0.149758454,0,3,2,2,0,3,4,3,4,1,1,9,0,3.1,10141.7
4,"adygea",1,3,4,2.350515464,4,2.154639175,4,3,1,4,1,1,3,5,2,1,0,2,0,1,4,3,4,1,2,5,2,2,1,4,4,0,3.1,10141.7
4,"adygea",2,3,3,3,3,3,1,4,1,1,2,1,4,2,1,1,1,1,0,0,4,2,5,0,2,5,4,4,2,1,1,0,3.1,10141.7
4,"adygea",3,2,3,2.336134454,3,1.911764706,1,4,1,2,3,2,3,4,3,0,1,1,0,0,3,2,4,0,3,4,2,2.861344538,1,1,9,0,3.1,10141.7
4,"adygea",2,2,4,3,2,3,1,1,1,3,3,2,3,4,2,1,1,3,0,0,4,2,4,0,3,4,1,3,1,1,4,0,3.1,10141.7
4,"adygea",2,4,6,3,2,3,1,3,0,3,3,2,2,4,4,0,1,1,0,0,2,1,1,0,2,5,1,2,1.206278027,1,16,0,3.1,10141.7
4,"adygea",2,2,3,2,2,1,1,3,1,3,3,2,2,1,4,0,1,1,0,1,3,1,3,1,2.730650155,3.411764706,1,3,1,1,16,0,3.1,10141.7
4,"adygea",1.3,1,3,2,1,1,1,1,1,3,4,1,4,5,2,0,0,1,0,0,1,1,5,0,3,3,3,3,1,1,4,0,3.1,10141.7
4,"adygea",1,2,1,1,1,1,1,1,0,1,1,1,4,6,2,0,0,1,0,0,1,1,3,0,4,2,4,4,2,1,4,0,3.1,10141.7
4,"adygea",2.649635036,2,4,1,2,1,1.306569343,4,1,3,3,1,3,2,4,1,0,1,1,1,3,4,2,1,2,3.299270073,9,3.00729927,2.197080292,1,16,0,3.1,10141.7
4,"adygea",2,2,5,2,4,1,1,4,0,3,4,1,2,2,2,1,1,1,1,0,3,1,2,0,3,4,2,2,1,1,4,0,3.1,10141.7
4,"adygea",1,3.643939394,4,1,4,4,1,3,0,1,1,1,4,3,4,0,0,4,0,1,3,4,5,1,3,3,3,3,1,1,16,0,3.1,10141.7
4,"adygea",2,2,3,2,1,1,1,3,1,3,2,1,2,6,4,1,1,1,0,0,2,2,2,0,3,4,2,3,1,1,16,0,3.1,10141.7
4,"adygea",1.575630252,2,3,2,1,3,1,4,1,2,1,1,2,4,3,0,1,1,0,0,1,1,2,0,2,4,4,4,1,1,9,0,3.1,10141.7
4,"adygea",2,2.416666667,6,2,1,2,1,4,0.453703704,3,3,2,3,2,3,1,0,1,1,1,1,2,3,1,4,3,3,4,1,1,9,0,3.1,10141.7
4,"adygea",2.168831169,1.720779221,2,2,3,3,1.142857143,2,1,1,2,1.175324675,2,6,3,0,0,2,0,1,3,4,3,1,4,3,2,3,3,1,9,0,3.1,10141.7
4,"adygea",2,1.862637363,2,2,3,3,1,2,1,2,2,2,2,6,3,1,0,2,0,1,4,2,3,1,4,3,2,4,2,1,9,0,3.1,10141.7
4,"adygea",1,3,3,1,3,4,1.317460317,3,0.325396825,2,1,1,2,3,2,1,0,3,0,1,4,3,4,1,4,3,4,4,3,1,4,0,3.1,10141.7
4,"adygea",2.941489362,2.186170213,4,2.430851064,2.372340426,2.441489362,1,2,0,1,1,1.813829787,2.803191489,3,1,1,1,2,0,0,3.813829787,2.186170213,3.617021277,0,2,3,1,4,1,1,1,0,3.1,10141.7
4,"adygea",2,3,3,1,1,1.350282486,4,2,0,1,3,3,3,6,2,0,0,1,1,0,4,3,5,0,4,2,4,4,5,4,4,0,3.1,10141.7
4,"adygea",4,3,6,2,4,3,1,2,1,1,1,1,2,6,3,0,0,1,0,0,4,2,3,0,3,5,4,4,1,1,9,0,3.1,10141.7
4,"adygea",1,1.561253561,3,1.225071225,1,1,1,2,0,1,1,1,4,5,4,1,1,1,0,0,4,1,5,0,4,5,4,3.595441595,5,1,16,0,3.1,10141.7
4,"adygea",4,2.298611111,4,3,3,1,1.201388889,3,0,1,4,1,3,3,1,1,0,1,0,1,3.395833333,1,1,1,2,3.9375,3,3,5,1,1,0,3.1,10141.7
4,"adygea",4,3,6,3,4,1,2,4,1,1,1,1,3,4,2.933184855,0,0,2,0,0,4,1,1.5077951,0,3,4,1,3,1,2,8.603573799,0,3.1,10141.7
4,"adygea",2,3,1,2,4,4,1,1,0,3,3,3,3,6,3,1,0,1,1,0,3,2,4,0,3.732283465,4,4,4,1,1,9,0,3.1,10141.7
4,"adygea",1,1,4,2,1,2.338403042,1,3,0.266159696,4,4,1,2.437262357,5,3.098859316,1,0,1,1,0,4,1,1,0,9,4,1,4,1,1,9.602929115,0,3.1,10141.7
4,"adygea",4,3,3,2,2,4,1,3,0,2,3,2,3,1,3,0,0,1,0,0,3,3,4,0,1,5,2,2,1,1,9,0,3.1,10141.7
4,"adygea",4,2,3,2,2,4,1,3,0,2,3,1.815508021,2,1,3,1,0,1,0,0,3.002673797,2.63368984,4,0,1,4.815508021,9,2.558823529,1,1,9,0,3.1,10141.7
4,"adygea",1,2.532258065,3,1.938709677,3,3,1,2,1,1,1,1,2.741935484,4,3,1,0,1,0,0,3,1,3,0,3,3,4,4,1,1,9,0,3.1,10141.7
4,"adygea",2,1,3,2,2,4,2,2,1,2,3,2,2,5,3,1,0,2,0,0,3,2,5,0,3,5,3,3,3,2,9,0,3.1,10141.7
4,"adygea",2,2,4,2,2,3,2,2,1,4,1,1,2,6,3,0,0,1,0,0,3,3,3,0,3,3.530434783,4,3,1,2,9,0,3.1,10141.7
4,"adygea",2,2,6,1.616,2,3,2,4,0,2,2.28,2,3,2,4,0,0,1,0.328,0,2,2,2.784,0,2,4.112,9,3.328,2.344,2,16,0,3.1,10141.7
4,"adygea",1,2,4,2.602803738,2,2.294392523,1,4,0.869158879,2,1.710280374,3,3,4,3,1,0,1,0,0,3.551401869,2,3,0,9,5,2,1,1,1,9,0,3.1,10141.7
4,"adygea",2,2.326203209,3,1,2.299465241,3,2,4,0.855614973,2,1,1,2,4,3,0,1,1,0,0,3.374331551,1.812834225,2.481283422,0,1,5,1,2.839572193,1,2,9,0,3.1,10141.7
4,"adygea",3,2.065789474,4,1.644736842,3,3,2,4,0,1,2,1,1,3,3,1,0,1,0,1,3,3,4,1,3,4,3,3,1,2,9,0,3.1,10141.7
4,"adygea",1.771428571,2,6,2.051428571,4,2.297142857,2,3,0,3,3,1,2,2,4,1,1,1,0,1,3.371428571,3,5,1,3,2,4,4,5,2,16,0,3.1,10141.7
4,"adygea",1,3,3,1,3,4,1,3,0,4,4,1,1,2,4,1,1,1,1,0,4,2,3,0,3,3.827433628,3,2,1,1,16,0,3.1,10141.7
4,"adygea",2,3,6,2,3,1,2,3,0,4,1,1,3,5,3,0,1,1,0,0,4,3,3,0,3,4,2,3,4,2,9,0,3.1,10141.7
4,"adygea",1,1,4,1,1,1,1,4,0,3,4,1,3,3,3,1,1,1,0,0,3,2,4,0,2,5,2,1,1.768361582,1,9,0,3.1,10141.7
4,"adygea",3,1.5,4,1.700729927,3,3,1,1.937956204,0.562043796,1,3,2,2,6,4,1,1,1,0,0,4,3,4,0,3,3,3,3,4,1,16,0,3.1,10141.7
4,"adygea",3,2,3,2,3,1,1,3,0.790909091,4,1,2.05,3,4,2,0,0,3,0,0,4,2,2,0,2,3,9,3.427272727,4,1,4,0,3.1,10141.7
4,"adygea",2,2,4,2,2,2,1,1,1,3,2,2,1,2,4,1,1,2,1,0,3,2,4,0,3,4,2,2,1,1,16,0,3.1,10141.7
4,"adygea",2,1.854748603,5,1,4,1.48603352,1,3.497206704,0.659217877,4,3.189944134,2,2.463687151,1,3,1,1,1,0.51396648,0,2.798882682,1.318435754,1.804469274,0,4,2,3,3,1,1,9,0,3.1,10141.7
4,"adygea",2,2,4,2.364238411,3,2.735099338,1,4,0.781456954,3,3,1,2,2,4,0,1,1,0,1,4,2,5,1,3,4,3,2.847682119,2.350993377,1,16,0,3.1,10141.7
4,"adygea",1.956989247,1.784946237,4,1,2.580645161,2,1,4,0.876344086,2,4,1.338709677,1,1,4,0,0,1,0.247311828,1,2.376344086,2.456989247,4,1,2,4,2,2.537634409,2.311827957,1,16,0,3.1,10141.7
4,"adygea",2.926470588,2.492647059,4,2.908088235,2,2,1,4,1,1,3,1,3,1,3,0,1,1,0,0,3.433823529,2,4,0,2,4,3,3,2,1,9,0,3.1,10141.7
4,"adygea",1.782894737,2.072368421,5,1,2.664473684,2.585526316,1,3,0.611842105,3,4,1,2,1,4,0,0,1,1,1,2.171052632,2.440789474,5,1,2,4,3,1,2.546052632,1,16,0,3.1,10141.7
4,"adygea",2,2,5,2,2.421875,1,1,5,0.8203125,2,3,1.6015625,3,1,4,0,0,1,0,1,4,2,2,1,2,5,9,3,1,1,16,0,3.1,10141.7
4,"adygea",3.514634146,2,4,4,1,1,1,4,1,1,1,1,4,3,2,0,0,1,0,0,4,4,2,0,4,3,3,4,5,1,4,0,3.1,10141.7
4,"adygea",3,3,1,4,1,1,1,2,1,1,1,2,4,6,2,1,0,1,0,0,4,4,3,0,1,5,3,2,1,1,4,0,3.1,10141.7
4,"adygea",2,2,4,2.23364486,2.018691589,4,2,1,1,1,1,2,2,6,5,0,1,1,1,0,2,2,1,0,1,5,1,1,1,2,25,0,3.1,10141.7
4,"adygea",2,3,3,2,1,1,1,1,1,3,3,1,2,5,3,0,0,1,0,0,3,3,3,0,4,3.40625,4,4,1,1,9,0,3.1,10141.7
4,"adygea",4,1,4,3,3,3,1,4,0,3,3,2,2,2,3,0,0,1,1,0,1,1,4,0,2,4,3,3,1,1,9,0,3.1,10141.7
4,"adygea",2,2,5,2,2,1,1,3,1,3,3,2,2,1,4,1,1,1,0,0,2,1,1,0,3,3,2,3,1,1,16,0,3.1,10141.7
4,"adygea",4,2,4,4,3,1,1,4,0,3,1,2,3,4,3,0,0,2,0,0,1,2,1,0,3,4,4,3,4,1,9,0,3.1,10141.7
4,"adygea",3,3,3,4,4,3,1,4,0.692307692,1,1,2,4,5,2,1,1,4,0,1,4,1,1,1,4,3,4,3.816053512,5,1,4,0,3.1,10141.7
4,"adygea",1,3,4,1,2.516393443,3,2,4,0,2,1,1,3,5,2,1,0,1,0,1,3,2,4,1,2,4.106557377,2,3,1,2,4,0,3.1,10141.7
4,"adygea",2.623595506,3,4,3,2,3,1,4,0,1,3,1,2,6,3,1,1,3,0,0,2,4,3,0,3,3.988764045,1,4,1,1,9,0,3.1,10141.7
4,"adygea",1,3,5,2,3,1,2,4,1,2,3,1,4,1,3,0,0,1,0,0,1,1,2,0,3,3,2,3,2,2,9,0,3.1,10141.7
4,"adygea",3,2,1,2,4,1.258823529,1.388235294,1,0.747058824,2,1,3,4,6,5,1,0,2,0,0,2,4,5,0,1,4,2,1,4,1,25,0,3.1,10141.7
4,"adygea",2.45410628,2,4,1,1,1,1,4,0,3,4,1,3,3,3,1,0,1,0,1,3,2,4,1,2,5,2,1,1,1,9,0,3.1,10141.7
4,"adygea",1,1,4,1,1,2,2,4,0.408759124,4,4,1,2,1,2,1,0,1,0.291970803,1,2,3,3,1,2,4.138686131,9,2.875912409,1.883211679,2,4,0,3.1,10141.7
4,"adygea",3,1,4,2.095744681,3,3,1,4,0.510638298,3,4,1,2,4,4,0,1,1,0,0,4,3,4,0,3,3,3,3,4,1,16,0,3.1,10141.7
4,"adygea",3,2,3,2.337078652,2,1,1,5,1,2,1,2,4,3,4,1,1,1.140449438,0,0,3,1,5,0,2,4.162921348,4,2,1,1,16,0,3.1,10141.7
4,"adygea",4,1,4,1,4,1,1,2,0,1,2,1,1,6,4,1,1,1,0,0,4,4,2,0,3,3,4,2,5,1,16,0,3.1,10141.7
4,"adygea",4,2,4,2,4,1,2,4,1,1,1,1,3,3,2,1,0,2,0,0,2,2,1,0,2,4,1,2.479768786,1,2,4,0,3.1,10141.7
4,"adygea",4,1,4,2,4,1,2,4,1,1,1,1,2,4,2,1,0,2,0,0,1,1.173120729,1,0,2,4,1,2,1,2,4,0,3.1,10141.7
4,"adygea",3,2,1,2,4,1,1,1,1,2,1,1,1,6,3,0,0,1,0,0,4,2,2,0,2,5,2,3,1,1,9,0,3.1,10141.7
4,"adygea",2.415686275,2,5,2,3,1,1,4,1,2,1,1,1,6,4,1,0,2,0,0,2,2,1,0,2,3,1,3,1,1,16,0,3.1,10141.7
4,"adygea",4,2,4,3,4,1,2,4,1,1,1,1,2,4,3,0,0,2,0,1,2,1,1,1,3,4,1,2,1,2,9,0,3.1,10141.7
4,"adygea",1,1,2,1,2,1,1,2.759615385,0,2,1,1,1,3,3,0,1,1,0,0,4,3,5,0,9,4.346153846,3,3,5,1,9,0,3.1,10141.7
4,"adygea",3.30964467,4,4,3,4,1,2,4,1,1,1,2.010152284,3,2,4,1,0,3,0,0,4,4,2,0,2,4,1,3,1,2,16,0,3.1,10141.7
4,"adygea",4,2.211111111,4.040740741,3,1,1,1,3,0,1,1,1,4,6,2.774074074,1,0,3,0,0,4,1,3,0,9,5,4,3.681481481,3.362962963,1,7.695487022,0,3.1,10141.7
4,"adygea",4,2,4,3,4,1,1.292349727,4,1,1,1,1,3,2,3,0,0,1,0,0,4,2.303278689,2,0,3,2,1,2.590163934,1,1,9,0,3.1,10141.7
4,"adygea",3,2.200854701,4,3,3,1.200854701,1,4,1,2,3,1.213675214,4,4,2,0,0,1,0,0,3.820512821,2,3,0,3,4,2,3,1,1,4,0,3.1,10141.7
4,"adygea",2,2,4,4,4,3,1,3,1,2,3,1,2,4,4,1,1,1,0,0,3,2,2,0,2,5,2,3.163568773,1,1,16,0,3.1,10141.7
4,"adygea",3,1,4,2,2,3,2,1,1,2,2,1,2,6,3,0,1,1,0,0,4,2,3,0,3,3,3,3,2,2,9,0,3.1,10141.7
4,"adygea",4,1,4,1,4,1,1,4,1,4,1,1,4,3,3,1,1,1,0,0,4,4,5,0,1,3.047169811,4,4,5,1,9,0,3.1,10141.7
4,"adygea",1,2,3,2,3,1,2,4,0,1,2,1,3,3,4,1,1,1,0,0,3.1875,1,3,0,3,4,1,3,1,2,16,0,3.1,10141.7
4,"adygea",3,3,1,3,2,1.565836299,1,1.896797153,1,1,2,1,4,6,1,0,0,1,0.1886121,0,1,3,4,0,2,4,1,4,4,1,1,0,3.1,10141.7
